Patient_ID,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD4+ memory T-cells,CD4+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,CD8+ naive T-cells,CLP,CMP,Chondrocytes,Class-switched memory B-cells,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,HSC,Hepatocytes,Keratinocytes,MEP,MPP,MSC,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,Mesangial cells,Monocytes,Myocytes,NK cells,NKT,Neurons,Neutrophils,Osteoblast,Pericytes,Plasma cells,Platelets,Preadipocytes,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,aDC,cDC,iDC,ly Endothelial cells,mv Endothelial cells,naive B-cells,pDC,pro B-cells,ImmuneScore,StromaScore,MicroenvironmentScore
C3L-03628,0.0,0.0,0.0036,0.009,0.0124,0.002,0.0495,0.0304,0.0,0.0031,0.0134,0.0,0.0,0.0001,0.0,0.0,0.0096,0.0607,0.0,0.0002,0.5394,0.0,0.0,0.0597,0.1326,0.0,0.0949,0.0,0.0,0.6067,0.0411,0.0,0.0272,0.0012,0.0006,0.0071,0.0,0.0,0.0254,0.0,0.0,0.0061,0.0082,0.0001,0.0,0.0,0.011,0.0,0.0,0.0558,0.0,0.1632,0.0049,0.0,0.0242,0.064,0.1373,0.1298,0.6574,0.0,0.0,0.0,0.0,0.0,0.0985,0.0,0.0985
C3L-03630,0.0,0.0,0.0,0.0,0.0018,0.0,0.0083,0.0144,0.0011,0.0108,0.0097,0.0024,0.0,0.025,0.0,0.0,0.0,0.0082,0.0,0.0,0.5445,0.0,0.0,0.0391,0.0847,0.0,0.064,0.028,0.0,0.6281,0.0376,0.0054,0.0176,0.0,0.0021,0.0107,0.0,0.0,0.0038,0.0,0.0,0.0207,0.0022,0.0,0.0,0.0217,0.0045,0.0,0.0,0.0408,0.0,0.1411,0.0084,0.0035,0.041,0.0199,0.0202,0.043,0.1736,0.0,0.0,0.0,0.0084,0.0,0.0415,0.0,0.0415
C3L-03632,0.0168,0.0,0.0,0.0,0.0,0.0,0.0198,0.005,0.0,0.021,0.0106,0.0047,0.0004,0.0031,0.0,0.0105,0.0,0.0,0.0,0.0,0.5101,0.0,0.0965,0.0504,0.2256,0.0087,0.0513,0.0151,0.0,0.5235,0.0,0.0,0.0025,0.0024,0.004,0.0036,0.0,0.0,0.0,0.0,0.0,0.0075,0.0112,0.0,0.0,0.0177,0.006,0.0,0.0,0.0138,0.0,0.2376,0.0,0.0,0.0174,0.0,0.052,0.0423,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.0566,0.0722
C3L-03635,0.0401,0.0419,0.0,0.0,0.0,0.0,0.0,0.0115,0.0049,0.0335,0.0296,0.0028,0.0042,0.0085,0.0,0.118,0.0008,0.0,0.0,0.0,0.5156,0.0,0.1012,0.0132,0.1732,0.0,0.0742,0.0034,0.0,0.2036,0.0026,0.0,0.0046,0.0,0.0014,0.0091,0.0,0.0177,0.0,0.0,0.0,0.0098,0.0097,0.0,0.0,0.1428,0.0045,0.0,0.0,0.0177,0.0,0.3619,0.0,0.0,0.0856,0.0,0.0269,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0241,0.0706,0.0947
C3L-03639,0.0,0.0,0.0064,0.0723,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0129,0.0074,0.0454,0.0,0.0,0.0,0.0093,0.0,0.0,0.6766,0.0,0.0,0.0,0.0091,0.0,0.1364,0.0243,0.0,0.3286,0.0322,0.0001,0.0082,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0254,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0493,0.0,0.1944,0.0292,0.0538,0.2571,0.0059,0.0662,0.0087,0.2071,0.0,0.0,0.0,0.0253,0.0168,0.0328,0.0,0.0328
C3L-03743,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.0223,0.0,0.0539,0.0,0.0,0.0,0.0,0.6016,0.0,0.0362,0.0381,0.1476,0.0,0.1031,0.022,0.0,0.3868,0.0084,0.0,0.0065,0.0,0.0016,0.0056,0.0,0.0178,0.0,0.0,0.0,0.008,0.006,0.0,0.0,0.1088,0.004,0.0,0.0,0.0281,0.0,0.3573,0.0,0.0,0.085,0.0016,0.022,0.0065,0.0,0.0003,0.0,0.0,0.0,0.0,0.0056,0.0226,0.0282
C3L-04027,0.0,0.0,0.0029,0.0648,0.0,0.0,0.0099,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253,0.0948,0.0,0.0123,0.3808,0.0,0.0,0.1525,0.088,0.0,0.0972,0.0021,0.0,0.7202,0.0896,0.0046,0.0383,0.0009,0.0016,0.0085,0.0,0.0,0.0796,0.0,0.0,0.0714,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.0,0.1995,0.0072,0.0,0.1197,0.0786,0.1141,0.3807,0.9951,0.0,0.0,0.0,0.018,0.0,0.1867,0.0,0.1867
C3L-04072,0.0,0.0,0.0,0.0176,0.0,0.0075,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0424,0.0,0.0,0.0,0.0007,0.0,0.0,0.6655,0.0,0.0,0.0041,0.1309,0.0,0.208,0.0729,0.0,0.549,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0787,0.0,0.029,0.0007,0.0502,0.1767,0.0049,0.0608,0.0251,0.0605,0.0,0.0,0.0,0.0,0.0109,0.0067,0.0,0.0067
C3L-04080,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0088,0.0052,0.0,0.0008,0.0098,0.0,0.0176,0.0,0.0016,0.0,0.0004,0.5706,0.0,0.0339,0.054,0.1882,0.0022,0.0804,0.0098,0.0,0.6231,0.0073,0.0,0.0091,0.0,0.0025,0.0037,0.0,0.0082,0.0,0.0,0.0,0.0166,0.0018,0.0,0.0,0.0272,0.0029,0.0,0.0,0.0268,0.0,0.1755,0.0,0.0,0.0739,0.0265,0.0338,0.0208,0.0721,0.0,0.001,0.0,0.0,0.0,0.0121,0.0208,0.0328
C3L-04473,0.0043,0.0,0.0463,0.0316,0.0069,0.0,0.0629,0.0606,0.0025,0.1536,0.1623,0.0637,0.0059,0.0052,0.0,0.0,0.0193,0.034,0.0,0.0,0.4381,0.0,0.0,0.0554,0.1804,0.0,0.0392,0.0,0.0,0.6594,0.063,0.0134,0.038,0.0056,0.002,0.0105,0.0043,0.0,0.0128,0.0,0.0,0.0107,0.0079,0.0,0.0,0.0,0.0514,0.0,0.0,0.0252,0.0,0.1762,0.0083,0.0,0.1459,0.043,0.1613,0.1468,0.165,0.0,0.0,0.0,0.021,0.0,0.2148,0.0022,0.217
C3L-04475,0.0085,0.0,0.0,0.0,0.0,0.0,0.0019,0.0037,0.0026,0.0191,0.0115,0.0,0.0008,0.0144,0.0,0.0797,0.0,0.0,0.0064,0.0,0.5978,0.0,0.121,0.0248,0.153,0.0,0.114,0.0186,0.0,0.2229,0.0174,0.0,0.0082,0.0,0.0035,0.0055,0.0,0.0177,0.0,0.0,0.0,0.0084,0.0102,0.0,0.0,0.1981,0.0032,0.0,0.0,0.0548,0.0,0.3364,0.0048,0.0,0.0163,0.0134,0.0023,0.0002,0.1143,0.0004,0.0,0.0,0.0,0.0,0.0243,0.068,0.0923
C3L-04479,0.0103,0.0652,0.0,0.0,0.0,0.0,0.0007,0.0023,0.0,0.0,0.001,0.0,0.0024,0.0196,0.0,0.0,0.0,0.0194,0.0073,0.0006,0.4969,0.0,0.102,0.0934,0.1695,0.0071,0.0667,0.009,0.0,0.2649,0.0129,0.0141,0.0094,0.0,0.0054,0.0041,0.0,0.0,0.0,0.0074,0.0,0.0,0.0031,0.0,0.0443,0.0653,0.0395,0.0002,0.0,0.0163,0.0,0.3465,0.0,0.0,0.0607,0.0,0.0,0.0508,0.5019,0.0001,0.0028,0.0,0.0,0.0,0.0219,0.0598,0.0817
C3L-04495,0.0053,0.0,0.0029,0.0207,0.0,0.0,0.0108,0.023,0.0,0.028,0.0245,0.0,0.0,0.0065,0.0,0.0,0.0128,0.036,0.0,0.004,0.4656,0.0,0.0,0.093,0.1835,0.0036,0.0683,0.0,0.0,0.5739,0.0108,0.0,0.0123,0.0,0.0003,0.0054,0.0,0.0,0.0028,0.0,0.0,0.0053,0.0099,0.0,0.0,0.0,0.0127,0.0,0.0,0.0224,0.0,0.2593,0.0,0.0,0.0666,0.0377,0.0579,0.1038,0.4364,0.0,0.0,0.0,0.0,0.0,0.0563,0.0026,0.059
C3L-04848,0.0192,0.0,0.315,0.0114,0.0389,0.0508,0.0638,0.0905,0.0346,0.0662,0.0917,0.0019,0.0026,0.0094,0.0,0.0716,0.1018,0.0483,0.0,0.0015,0.5253,0.0,0.1555,0.0579,0.1702,0.0002,0.0586,0.0068,0.0,0.34,0.0173,0.0,0.015,0.0037,0.0039,0.0095,0.133,0.0,0.0051,0.0,0.0,0.0147,0.0062,0.0,0.0,0.1014,0.0245,0.0,0.0,0.0415,0.0008,0.1686,0.0,0.0,0.0513,0.0697,0.2011,0.2351,0.2419,0.001,0.0,0.0429,0.0092,0.0291,0.3307,0.0874,0.418
C3L-04853,0.0,0.0,0.0,0.0122,0.0,0.0,0.0162,0.0069,0.0,0.0,0.0026,0.0,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.6302,0.0,0.0,0.0226,0.123,0.0,0.1395,0.0,0.0,0.6339,0.028,0.0031,0.0225,0.0,0.0,0.0058,0.0,0.0,0.0128,0.0,0.0,0.0077,0.0033,0.0295,0.0,0.0,0.005,0.0,0.0,0.0543,0.0,0.1431,0.0039,0.0,0.0633,0.0,0.0153,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0469,0.0,0.0469
C3N-00198,0.0009,0.0,0.1391,0.0883,0.0,0.0238,0.0754,0.0164,0.0111,0.0451,0.0245,0.0,0.0,0.0,0.0,0.0783,0.088,0.0404,0.0,0.0,0.5444,0.0,0.1371,0.0033,0.0996,0.0042,0.0548,0.0,0.0,0.2576,0.0228,0.0,0.0236,0.0045,0.0033,0.015,0.039,0.0405,0.0454,0.0,0.0,0.0376,0.0176,0.0,0.0,0.1729,0.0075,0.0,0.0,0.0356,0.0,0.125,0.0,0.0,0.0073,0.0439,0.1651,0.1364,0.3552,0.0038,0.005,0.0136,0.0,0.0064,0.1982,0.069,0.2672
C3N-00249,0.0015,0.0,0.0279,0.0067,0.0,0.0109,0.0596,0.0047,0.0,0.0171,0.0076,0.0017,0.0009,0.01,0.0,0.0888,0.0136,0.0,0.0,0.0,0.6045,0.0,0.0787,0.0171,0.0666,0.0011,0.0637,0.0368,0.0,0.0924,0.0,0.0,0.0,0.0,0.0067,0.0057,0.0108,0.0262,0.0,0.0,0.0,0.0036,0.006,0.0,0.0,0.0486,0.0215,0.0061,0.0,0.0294,0.0,0.2639,0.0,0.0319,0.0304,0.0,0.0271,0.0277,0.0135,0.0,0.0,0.0,0.0,0.0105,0.03,0.0401,0.0701
C3N-00302,0.0077,0.1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0136,0.0,0.0234,0.0,0.0,0.0009,0.0,0.4944,0.0,0.0064,0.0185,0.0713,0.0,0.1202,0.0362,0.0,0.2371,0.0073,0.0,0.0,0.0,0.0,0.0019,0.0,0.0429,0.0004,0.0,0.0,0.0059,0.0028,0.0,0.0,0.095,0.0037,0.0,0.0,0.031,0.0,0.3232,0.0048,0.0202,0.1086,0.0,0.0084,0.0,0.0442,0.0,0.0,0.0,0.0,0.0019,0.0051,0.0075,0.0126
C3N-00303,0.0884,0.0234,1.1341,0.001,0.0514,0.0565,0.0,0.1517,0.2223,0.3415,0.237,0.1557,0.0381,0.0,0.0,0.0593,0.2605,0.0414,0.031,0.0,0.2476,0.0,0.1302,0.0,0.0896,0.0027,0.0395,0.0,0.0,0.2217,0.0275,0.0,0.0218,0.0277,0.0075,0.005,0.3372,0.0112,0.0351,0.0,0.0,0.1062,0.0003,0.0,0.0,0.0682,0.0,0.0,0.0382,0.0,0.0026,0.0,0.0,0.0,0.1545,0.0642,0.1926,0.1044,0.3164,0.0095,0.0336,0.2117,0.0,0.1361,1.1058,0.1248,1.2306
C3N-00436,0.0109,0.0325,0.0003,0.0333,0.0,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.0,0.0562,0.0195,0.0494,0.0,0.0,0.487,0.0,0.0779,0.01,0.0829,0.0,0.1028,0.0338,0.0,0.3619,0.0518,0.0,0.0346,0.0,0.0004,0.0165,0.0,0.0,0.076,0.0006,0.0,0.0246,0.0031,0.0115,0.0,0.073,0.005,0.0,0.0,0.0368,0.0,0.2698,0.0029,0.0,0.0333,0.0,0.0421,0.203,0.4133,0.0,0.0,0.0,0.0069,0.0,0.126,0.0444,0.1704
C3N-00511,0.0014,0.0,0.0057,0.0,0.0081,0.0038,0.0834,0.0176,0.0,0.0168,0.012,0.0086,0.0024,0.0025,0.0006,0.0213,0.0021,0.0335,0.0,0.0,0.7175,0.0,0.0,0.0489,0.0373,0.0,0.127,0.0641,0.0,0.2413,0.0,0.0,0.0,0.0083,0.0026,0.0065,0.0039,0.0358,0.0,0.0,0.0,0.0396,0.0029,0.0,0.0,0.0395,0.0055,0.0,0.0,0.0406,0.0,0.1269,0.0042,0.0,0.0737,0.0,0.1085,0.2033,0.1922,0.0,0.0,0.0,0.0,0.0,0.0483,0.0007,0.049
C3N-00512,0.0078,0.0,0.1288,0.0113,0.0098,0.0373,0.1093,0.0527,0.0104,0.0662,0.059,0.0189,0.0145,0.0,0.0,0.0484,0.0429,0.0367,0.0,0.0,0.4944,0.0,0.1056,0.0424,0.1979,0.0024,0.0473,0.0168,0.0,0.5877,0.0225,0.0009,0.0181,0.0089,0.004,0.0088,0.0744,0.0,0.0036,0.0,0.0,0.0276,0.0058,0.0,0.0,0.0048,0.0619,0.0,0.0,0.0283,0.0,0.1424,0.0017,0.0,0.0378,0.0166,0.1428,0.2311,0.2882,0.0,0.0,0.0,0.0,0.0,0.1843,0.0567,0.241
C3N-00513,0.0045,0.0,0.0,0.0606,0.0,0.0,0.0581,0.0129,0.0,0.0213,0.0176,0.0011,0.0061,0.0029,0.0,0.0,0.0,0.045,0.0,0.0,0.4069,0.0,0.005,0.1145,0.1453,0.0041,0.0472,0.0296,0.0,0.7359,0.0221,0.0,0.0186,0.0053,0.0026,0.0069,0.0,0.0,0.0379,0.0,0.0,0.0231,0.0068,0.0,0.0,0.0073,0.0037,0.0,0.0,0.0267,0.0,0.1954,0.0,0.0,0.0546,0.0,0.0959,0.3191,0.4198,0.0,0.0,0.0,0.0011,0.0,0.0877,0.0048,0.0925
C3N-00514,0.0051,0.0224,0.1294,0.0797,0.0,0.0,0.0201,0.0655,0.0114,0.0227,0.0467,0.0076,0.011,0.0048,0.0,0.0328,0.0374,0.1073,0.0134,0.0039,0.4457,0.0,0.1411,0.1836,0.1211,0.0,0.2395,0.0102,0.0,0.5092,0.0294,0.0,0.0102,0.002,0.0015,0.0131,0.0581,0.0,0.046,0.0,0.0,0.0266,0.0026,0.0,0.0,0.0,0.0275,0.0,0.0,0.107,0.0,0.3067,0.0,0.0,0.2594,0.0263,0.1252,0.5912,0.8094,0.0019,0.0117,0.011,0.0259,0.0125,0.2271,0.0798,0.3069
C3N-00516,0.0054,0.0265,0.0134,0.0,0.0015,0.0,0.0342,0.0166,0.0151,0.0244,0.0122,0.0131,0.0019,0.0098,0.0,0.0,0.0194,0.0303,0.0,0.0,0.6298,0.0,0.0284,0.0478,0.0739,0.0,0.1867,0.0283,0.0,0.6074,0.0116,0.0,0.0029,0.0,0.0009,0.0018,0.0,0.0,0.0046,0.0,0.0,0.0192,0.0024,0.0,0.0,0.079,0.0055,0.0,0.0,0.0494,0.0,0.2174,0.0076,0.0,0.0869,0.0,0.1196,0.1461,0.2023,0.0,0.0,0.0,0.0,0.0009,0.0572,0.0169,0.0741
C3N-00517,0.0129,0.0,0.0,0.0146,0.0005,0.0,0.0645,0.0162,0.0,0.0362,0.0214,0.0097,0.0075,0.0,0.0,0.0,0.0,0.0192,0.0,0.0041,0.4467,0.0,0.0,0.0951,0.1643,0.004,0.0311,0.0209,0.0,0.5492,0.0165,0.0009,0.0188,0.0,0.0011,0.0033,0.0,0.0,0.0,0.0,0.0,0.0051,0.0107,0.0,0.0,0.0,0.0129,0.0005,0.0,0.0211,0.0,0.165,0.0,0.0098,0.0162,0.0121,0.1162,0.1423,0.0825,0.0,0.0,0.0,0.0,0.0,0.051,0.0064,0.0574
C3N-00518,0.0095,0.0,0.0,0.0,0.0,0.0,0.0209,0.0029,0.0,0.0,0.0035,0.0,0.0018,0.0118,0.0,0.0563,0.0095,0.0554,0.0,0.0,0.5249,0.0,0.0838,0.0264,0.1436,0.0,0.1534,0.0135,0.0,0.5242,0.0391,0.0,0.0375,0.0,0.0003,0.0086,0.0,0.0,0.0673,0.0,0.0,0.0112,0.008,0.0,0.0,0.0,0.003,0.0,0.0,0.05,0.0,0.3205,0.0,0.0,0.0413,0.0,0.0961,0.1731,0.534,0.0,0.0,0.0,0.0,0.0,0.1079,0.0466,0.1545
C3N-00709,0.0044,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0131,0.0061,0.0,0.0,0.0028,0.0029,0.0,0.0211,0.0064,0.0,0.0022,0.0031,0.6079,0.0,0.0,0.0038,0.1411,0.0,0.0904,0.0,0.0,0.2959,0.0,0.0,0.0036,0.0,0.006,0.0085,0.0,0.0184,0.0,0.0,0.0,0.0175,0.008,0.0,0.0,0.0716,0.0044,0.0,0.0,0.0433,0.0,0.091,0.0,0.0,0.0558,0.0,0.0177,0.0015,0.0121,0.0007,0.0005,0.0,0.0,0.0,0.0061,0.0033,0.0094
C3N-00957,0.0492,0.0457,0.1494,0.0,0.0403,0.0314,0.0841,0.0475,0.0774,0.0537,0.0525,0.0001,0.0057,0.0064,0.0,0.0721,0.024,0.0028,0.0055,0.0,0.4458,0.0,0.1265,0.0059,0.1432,0.0,0.0523,0.0127,0.0,0.265,0.0365,0.0001,0.0353,0.0,0.0126,0.006,0.0544,0.0,0.0102,0.0,0.0,0.0193,0.0008,0.0,0.0,0.0538,0.0129,0.0,0.0,0.024,0.0,0.2357,0.0,0.0,0.0606,0.0,0.0908,0.0439,0.0252,0.0018,0.0054,0.0215,0.0,0.0062,0.1953,0.0906,0.2859
C3N-01011,0.0081,0.0,0.0,0.0088,0.0,0.0,0.054,0.0148,0.0,0.0745,0.0742,0.0098,0.0067,0.0078,0.0,0.0021,0.0,0.0134,0.0016,0.0,0.5233,0.0,0.0594,0.062,0.2502,0.0065,0.0479,0.0335,0.0,0.6186,0.0091,0.0,0.0103,0.0044,0.0072,0.0079,0.0,0.0,0.0,0.0,0.0,0.0073,0.006,0.0,0.0,0.0382,0.0081,0.0,0.0,0.0257,0.0,0.1401,0.0,0.0,0.088,0.0009,0.0851,0.1586,0.1301,0.0052,0.0073,0.0,0.0,0.0,0.0676,0.0346,0.1022
C3N-01012,0.0047,0.0,0.0,0.0234,0.0,0.0,0.0409,0.0323,0.0,0.0124,0.0205,0.0,0.0044,0.0261,0.0,0.0,0.0,0.0202,0.0,0.0,0.5588,0.0,0.0,0.0575,0.1547,0.0021,0.0694,0.0368,0.0,0.5,0.0129,0.0,0.0121,0.0067,0.0021,0.0043,0.0,0.0,0.0,0.0,0.0,0.0179,0.0054,0.0,0.0,0.0,0.0077,0.0,0.0,0.0388,0.0,0.1687,0.0,0.0,0.0983,0.0158,0.0347,0.1558,0.3469,0.0,0.0,0.0,0.0,0.0,0.0348,0.0024,0.0371
C3N-01165,0.0,0.0,0.0088,0.0,0.0,0.0,0.0282,0.0046,0.0,0.0,0.0033,0.0003,0.0009,0.0075,0.0,0.0,0.0221,0.0111,0.0,0.0,0.5524,0.0,0.0,0.0462,0.1258,0.0,0.1204,0.0149,0.0,0.7132,0.063,0.019,0.0474,0.0,0.0005,0.0104,0.0114,0.0,0.0368,0.0,0.0,0.0163,0.0026,0.0233,0.0,0.0,0.0041,0.0,0.0,0.0609,0.0,0.0956,0.0171,0.0,0.0261,0.0,0.0779,0.0482,0.2704,0.0,0.0,0.0,0.0414,0.0,0.0953,0.0,0.0953
C3N-01166,0.0058,0.0,0.06,0.0367,0.0,0.0018,0.0458,0.0102,0.0041,0.0034,0.0013,0.0,0.0041,0.003,0.0005,0.017,0.0292,0.0462,0.0055,0.0,0.5629,0.0,0.1037,0.0464,0.1599,0.0028,0.0994,0.0162,0.0,0.4733,0.0304,0.0,0.0331,0.0076,0.0057,0.0102,0.0209,0.0,0.0283,0.0,0.0,0.01,0.0065,0.0,0.0,0.0254,0.0125,0.0,0.0,0.0534,0.0,0.1463,0.0032,0.0,0.0105,0.0,0.1305,0.1247,0.4738,0.0011,0.0033,0.0,0.0,0.0,0.1173,0.0575,0.1748
C3N-01167,0.0024,0.0,0.0,0.0247,0.0,0.0,0.0206,0.0033,0.0,0.0,0.0,0.0,0.0,0.0224,0.0,0.0244,0.0,0.0,0.0,0.0,0.548,0.0,0.0,0.0073,0.0409,0.0028,0.0582,0.046,0.0,0.2599,0.019,0.0095,0.0149,0.0012,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0074,0.0068,0.0,0.0,0.0223,0.008,0.0,0.0,0.0257,0.0,0.1485,0.0091,0.0232,0.089,0.0,0.0116,0.0,0.1298,0.0,0.0,0.0,0.0006,0.0107,0.0135,0.0012,0.0147
C3N-01168,0.0,0.0,0.0,0.0158,0.0,0.0,0.0171,0.0125,0.0,0.0266,0.0182,0.0178,0.0054,0.0109,0.0,0.0,0.0,0.0,0.0,0.0033,0.4796,0.0,0.0,0.1348,0.1161,0.0,0.0476,0.0,0.0,0.5693,0.0528,0.0209,0.0305,0.0,0.0,0.0051,0.0,0.0,0.0043,0.0,0.0,0.0121,0.0044,0.0248,0.0,0.0,0.014,0.0,0.0,0.0299,0.0,0.1174,0.0105,0.0078,0.1021,0.0,0.0659,0.0,0.0457,0.0,0.0,0.0,0.0238,0.0,0.0745,0.0,0.0745
C3N-01375,0.0016,0.0993,0.0,0.0032,0.0,0.0,0.0285,0.0056,0.0,0.0119,0.0077,0.0102,0.0044,0.0064,0.0,0.0578,0.009,0.0055,0.0017,0.001,0.6059,0.0,0.1577,0.0396,0.0938,0.0,0.12,0.0167,0.0,0.3337,0.0233,0.0,0.0269,0.0025,0.0012,0.008,0.0,0.027,0.0181,0.0055,0.0,0.0076,0.001,0.0,0.0,0.1464,0.0044,0.0,0.0,0.03,0.0,0.2381,0.0,0.0017,0.0736,0.007,0.0529,0.0144,0.1266,0.0,0.0,0.0,0.025,0.0,0.0415,0.0805,0.122
C3N-01379,0.0048,0.0,0.0286,0.0826,0.0,0.0,0.1079,0.0188,0.0074,0.1101,0.0738,0.0705,0.0169,0.0,0.0,0.0,0.0215,0.0231,0.0,0.0,0.2622,0.0,0.0,0.0636,0.1442,0.006,0.017,0.0,0.0,0.6166,0.0922,0.0109,0.0616,0.0013,0.0015,0.0086,0.0058,0.0,0.045,0.0,0.0,0.0013,0.0072,0.0,0.0,0.001,0.025,0.0,0.0,0.0182,0.0,0.1102,0.0051,0.0,0.0518,0.0,0.14,0.1236,0.2027,0.0,0.0,0.0,0.0119,0.0,0.2002,0.0024,0.2026
C3N-01380,0.0096,0.0,0.0445,0.0,0.0,0.0,0.0541,0.0028,0.0184,0.0931,0.0286,0.0411,0.021,0.0,0.0,0.0456,0.0258,0.0148,0.0251,0.0008,0.462,0.0,0.174,0.0555,0.2702,0.0,0.0867,0.0444,0.0,0.6738,0.0128,0.0,0.0181,0.0014,0.0039,0.008,0.0202,0.0,0.0041,0.0,0.0,0.0152,0.0057,0.0,0.0,0.0699,0.0093,0.0,0.0,0.0127,0.0,0.0584,0.0,0.0,0.0854,0.0,0.0885,0.1416,0.1335,0.0034,0.0339,0.0,0.0,0.0,0.1143,0.1044,0.2187
C3N-01381,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0034,0.0,0.0,0.0023,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.5741,0.0,0.0,0.0336,0.1258,0.0,0.1119,0.0133,0.0,0.5652,0.0019,0.0,0.0103,0.0013,0.0005,0.0008,0.0,0.0,0.0,0.0,0.0,0.0101,0.0069,0.0,0.0,0.0681,0.0032,0.0,0.0,0.02,0.0,0.1907,0.0017,0.0049,0.0157,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,0.0044
C3N-01382,0.0,0.0263,0.0,0.0368,0.0,0.0,0.0254,0.0048,0.0,0.0024,0.0,0.0,0.0031,0.0,0.0,0.0,0.0022,0.0364,0.0,0.0001,0.4694,0.0,0.0,0.0885,0.0976,0.0,0.0789,0.0066,0.0,0.7098,0.0286,0.0,0.0231,0.0,0.0004,0.0026,0.0,0.0,0.016,0.0,0.0,0.009,0.0036,0.0,0.0,0.0281,0.0096,0.0,0.0,0.0226,0.0,0.1914,0.0019,0.0023,0.0229,0.0317,0.0644,0.1825,0.5168,0.0,0.0,0.0,0.0052,0.0,0.0557,0.0,0.0557
C3N-01383,0.0082,0.0,0.0,0.0172,0.0,0.0,0.0152,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0266,0.0072,0.0616,0.0,0.0,0.5829,0.0,0.0657,0.0508,0.1548,0.0,0.1212,0.019,0.0,0.639,0.0284,0.0,0.0225,0.0,0.004,0.0059,0.0,0.0,0.0778,0.0,0.0,0.0216,0.0062,0.0,0.0,0.1227,0.0028,0.0,0.0,0.0505,0.0,0.2284,0.0,0.0,0.0382,0.0,0.0899,0.1311,0.6834,0.0,0.0,0.0,0.0,0.0,0.1121,0.0369,0.149
C3N-01388,0.0,0.0067,0.0,0.0397,0.0,0.0,0.0274,0.0,0.0,0.0067,0.001,0.0021,0.0035,0.0092,0.0,0.0109,0.0033,0.0,0.0,0.0,0.5355,0.0,0.0916,0.0121,0.1398,0.0,0.0789,0.0102,0.0,0.8172,0.0236,0.0,0.0335,0.0,0.0009,0.0127,0.0,0.0,0.0485,0.0039,0.0,0.0118,0.0005,0.0105,0.0,0.06,0.0043,0.0,0.0,0.0521,0.0,0.1293,0.0,0.024,0.0161,0.0,0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595,0.0458,0.1053
C3N-01502,0.0,0.0926,0.103,0.0053,0.0098,0.0319,0.0885,0.0174,0.0285,0.0452,0.0191,0.0224,0.0036,0.0,0.0,0.1042,0.0456,0.0295,0.0693,0.0001,0.2193,0.0,0.2812,0.022,0.1759,0.0023,0.0159,0.0,0.0,0.4402,0.037,0.0,0.0645,0.0049,0.0072,0.0137,0.0155,0.0,0.0485,0.0026,0.0,0.0286,0.0067,0.0108,0.0,0.2308,0.0221,0.0,0.0494,0.0072,0.0079,0.1221,0.0,0.0,0.0143,0.0187,0.2214,0.0173,0.1744,0.0351,0.041,0.0,0.0,0.0,0.1925,0.1753,0.3678
