Patient_ID,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD4+ memory T-cells,CD4+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,CD8+ naive T-cells,CLP,CMP,Chondrocytes,Class-switched memory B-cells,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,HSC,Hepatocytes,Keratinocytes,MEP,MPP,MSC,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,Mesangial cells,Monocytes,Myocytes,NK cells,NKT,Neurons,Neutrophils,Osteoblast,Pericytes,Plasma cells,Platelets,Preadipocytes,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,aDC,cDC,iDC,ly Endothelial cells,mv Endothelial cells,naive B-cells,pDC,pro B-cells,ImmuneScore,StromaScore,MicroenvironmentScore
C3N-03884,0.0,0.0,0.0165,0.0498,0.0,0.0,0.0059,0.0056,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0136,0.0313,0.0,0.0,0.5748,0.0,0.0,0.0245,0.0598,0.0,0.1342,0.0192,0.0,0.6988,0.0551,0.0135,0.0241,0.0004,0.0,0.002,0.0,0.0,0.0504,0.0,0.0,0.0244,0.0004,0.0102,0.0,0.0,0.0064,0.0,0.0,0.0609,0.0,0.1171,0.0121,0.0255,0.1081,0.0233,0.0567,0.0742,0.6385,0.0,0.0,0.0,0.0178,0.0017,0.1093,0.0,0.1093
C3N-04119,0.0098,0.0901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.019,0.0,0.0839,0.0041,0.0129,0.0,0.0,0.532,0.0,0.168,0.0159,0.1035,0.0,0.16,0.0295,0.0,0.2693,0.0124,0.0,0.0032,0.0,0.0001,0.0098,0.0,0.006,0.0003,0.0052,0.0,0.0068,0.0071,0.0,0.0125,0.0744,0.0017,0.0,0.0,0.0576,0.0,0.395,0.0002,0.0008,0.0244,0.0023,0.0187,0.0394,0.1933,0.0,0.0,0.0,0.0,0.0,0.0171,0.0889,0.106
C3N-04126,0.0,0.0,0.0294,0.0075,0.0,0.0019,0.0099,0.0172,0.0,0.0337,0.0422,0.006,0.001,0.009,0.0,0.0,0.0179,0.0003,0.0,0.0,0.5755,0.0,0.0,0.0476,0.1379,0.0,0.1464,0.0,0.0,0.5918,0.0203,0.0099,0.0104,0.0093,0.001,0.0088,0.0142,0.0,0.0,0.0,0.0,0.0083,0.0099,0.0,0.0,0.0,0.0213,0.0,0.0,0.0379,0.0,0.2316,0.0,0.0,0.0904,0.0132,0.1425,0.0096,0.0,0.0,0.0,0.0,0.0203,0.0,0.062,0.0,0.062
C3N-04282,0.0078,0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0299,0.0059,0.0,0.0,0.0,0.5417,0.0,0.0653,0.0399,0.104,0.0,0.0652,0.0358,0.0,0.3597,0.023,0.0006,0.0081,0.0,0.0005,0.001,0.0,0.0,0.0,0.0039,0.0,0.0461,0.0052,0.0,0.0493,0.0523,0.0031,0.0,0.0,0.0136,0.0,0.3917,0.0,0.0274,0.0152,0.0,0.0,0.0596,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0366,0.0519
C3N-04283,0.0,0.0,0.0,0.0168,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0017,0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.6385,0.0004,0.0,0.0191,0.0335,0.0,0.298,0.0496,0.0,0.4914,0.0037,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0012,0.0,0.0,0.0208,0.0032,0.0016,0.0,0.0,0.0027,0.0,0.0,0.1074,0.0,0.2652,0.0072,0.0302,0.1194,0.0,0.0073,0.0155,0.1084,0.0,0.0,0.0,0.0,0.001,0.0043,0.0,0.0043
C3N-04284,0.0033,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.3105,0.0,0.0311,0.0661,0.18,0.0,0.0184,0.0103,0.0,0.3552,0.0018,0.0011,0.0055,0.008,0.0,0.0013,0.0,0.0,0.0,0.0045,0.0,0.0,0.0071,0.0,0.0,0.0,0.0351,0.0,0.0,0.0132,0.0,0.2482,0.0,0.0099,0.0075,0.0,0.0,0.0273,0.1473,0.0,0.0,0.0,0.0,0.0,0.0065,0.0172,0.0237
C3L-00017.N,0.0376,0.0,0.0,0.0423,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279,0.0,0.0,0.0,0.0,0.4388,0.0,0.1617,0.0,0.0599,0.0318,0.0471,0.0172,0.0,0.0,0.0,0.0051,0.0,0.0,0.0004,0.0,0.0,0.0059,0.0,0.0128,0.0,0.116,0.0041,0.0258,0.055,0.0262,0.0366,0.0,0.0734,0.0035,0.0,0.1289,0.0,0.0,0.0454,0.0,0.0,0.0,0.0447,0.0,0.0121,0.0,0.0548,0.0,0.0172,0.0996,0.1168
C3L-00102.N,0.0839,0.0,0.0,0.0741,0.0,0.0,0.0513,0.0,0.0,0.0069,0.0,0.0,0.0005,0.0,0.0,0.0,0.0066,0.0048,0.0092,0.0,0.4964,0.0,0.0,0.0066,0.1626,0.0083,0.0383,0.0145,0.0,0.5526,0.0137,0.0,0.0352,0.0,0.0022,0.004,0.0,0.0,0.0264,0.0,0.0,0.01,0.011,0.0068,0.0,0.0,0.004,0.0,0.0,0.0182,0.0,0.0613,0.0,0.0,0.0088,0.0,0.044,0.1251,0.094,0.0044,0.016,0.0,0.0,0.0,0.0391,0.0466,0.0856
C3L-00589.N,0.0268,0.0,0.0333,0.1308,0.0,0.0181,0.0673,0.0,0.0,0.0,0.0,0.0,0.0127,0.0004,0.0183,0.0,0.0091,0.0076,0.0,0.0029,0.4309,0.0,0.0,0.0126,0.0146,0.0366,0.0467,0.0798,0.0,0.0258,0.0,0.0145,0.0077,0.0119,0.0,0.0012,0.0138,0.0001,0.0,0.0022,0.0,0.0331,0.0004,0.0,0.0222,0.0,0.1034,0.0,0.0247,0.0147,0.0,0.0077,0.0,0.003,0.0762,0.0,0.0,0.0359,0.3154,0.0,0.0068,0.0,0.1393,0.0105,0.0371,0.0134,0.0505
C3L-00622.N,0.0,0.0,0.0,0.0487,0.0,0.0242,0.0427,0.0,0.0,0.019,0.0031,0.0,0.0032,0.0,0.0,0.0,0.0022,0.0,0.0,0.003,0.4037,0.0,0.0,0.0269,0.1336,0.0098,0.0257,0.0181,0.0,0.5949,0.0308,0.0052,0.0351,0.0108,0.0005,0.0014,0.0,0.0,0.0,0.0,0.0,0.0031,0.0067,0.0,0.0,0.0,0.0196,0.0,0.0,0.014,0.0,0.0479,0.0,0.0009,0.0033,0.0017,0.0137,0.0315,0.0692,0.0,0.0,0.0,0.0,0.0,0.0424,0.0,0.0424
C3L-00640.N,0.0139,0.0,0.2243,0.1153,0.0012,0.0,0.0647,0.0511,0.0678,0.1136,0.0609,0.0148,0.0115,0.0,0.0,0.0784,0.105,0.0494,0.0535,0.0,0.1938,0.0,0.2588,0.0809,0.29,0.0072,0.0073,0.0395,0.0,0.1773,0.0165,0.0,0.0117,0.0189,0.0075,0.014,0.0891,0.012,0.0609,0.0,0.0,0.0545,0.0328,0.0,0.0,0.0371,0.0074,0.0,0.0,0.014,0.0008,0.261,0.0,0.0,0.046,0.0,0.1813,0.5214,0.3039,0.0195,0.0472,0.0249,0.0434,0.0066,0.3232,0.1631,0.4863
C3L-00819.N,0.1327,0.0,0.0,0.0341,0.0,0.0,0.0133,0.0,0.0,0.0146,0.0,0.0,0.001,0.0035,0.0,0.0417,0.0053,0.0,0.022,0.0,0.2735,0.0,0.0641,0.0289,0.249,0.0092,0.0206,0.0171,0.0,0.6016,0.0103,0.0,0.0437,0.0,0.0049,0.0116,0.0,0.0039,0.0173,0.0,0.0,0.0177,0.0266,0.0017,0.0,0.0026,0.003,0.0,0.0,0.0139,0.0,0.1612,0.0,0.002,0.0045,0.0,0.0444,0.0565,0.0,0.0043,0.0134,0.0,0.0,0.0,0.0293,0.1094,0.1387
C3L-01328.N,0.0052,0.0,0.0,0.0763,0.0,0.0,0.0616,0.0,0.0079,0.0246,0.0,0.0,0.0025,0.0,0.0,0.0048,0.0178,0.0,0.0151,0.0052,0.4105,0.0,0.1387,0.0263,0.1867,0.0029,0.0438,0.0182,0.0,0.8389,0.0559,0.008,0.0604,0.0054,0.0046,0.0152,0.0,0.0,0.0206,0.0,0.0,0.0801,0.0102,0.0,0.0,0.1372,0.0175,0.0,0.0,0.0251,0.0,0.0,0.0,0.0106,0.0005,0.0,0.0864,0.0526,0.0019,0.0047,0.0224,0.0,0.0,0.0,0.0745,0.0795,0.154
C3L-01453.N,0.0017,0.0,1.034,0.3836,0.0,0.0,0.0,0.0065,0.1611,0.2365,0.1335,0.0704,0.0129,0.0,0.0,0.0022,0.2689,0.0088,0.1483,0.0,0.0,0.0,0.0,0.0157,0.4897,0.0,0.0,0.0191,0.0,0.1537,0.008,0.0,0.0374,0.0268,0.0,0.0142,0.337,0.0,0.2033,0.0016,0.0,0.052,0.0012,0.0913,0.0,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.0119,0.0164,0.0456,0.0,0.0702,0.4248,0.224,0.1127,0.1437,0.2125,0.0623,0.1091,1.0725,0.075,1.1475
C3L-01637.N,0.0116,0.0,0.0355,0.0867,0.0,0.0208,0.0346,0.0,0.0006,0.0081,0.0,0.0,0.0027,0.0,0.0,0.0,0.0237,0.0025,0.0032,0.0,0.2709,0.0,0.0017,0.0299,0.1843,0.0105,0.0058,0.0008,0.0,0.6318,0.0256,0.0,0.0388,0.0072,0.0001,0.0044,0.01,0.0,0.0,0.0,0.0,0.0062,0.0092,0.0004,0.0,0.0221,0.0322,0.0,0.0,0.0092,0.0,0.0725,0.0,0.0,0.0,0.0,0.0877,0.1064,0.0,0.0005,0.0062,0.0,0.0,0.0,0.0529,0.0082,0.0611
C3L-01689.N,0.0218,0.0,0.0445,0.1136,0.0,0.0619,0.0585,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.015,0.0016,0.0,0.0,0.4526,0.0,0.0397,0.0,0.0113,0.0367,0.0367,0.0202,0.0,0.0393,0.0,0.0143,0.0059,0.0042,0.0,0.0007,0.0236,0.0119,0.0,0.0019,0.0,0.0921,0.0008,0.0,0.0338,0.0443,0.0954,0.0,0.0458,0.0095,0.0,0.0,0.0,0.0075,0.033,0.0,0.0,0.0133,0.2418,0.0,0.0176,0.0,0.1093,0.0054,0.0335,0.0308,0.0643
C3L-01703.N,0.1876,0.0,0.0,0.0625,0.0,0.0,0.0171,0.0016,0.0197,0.1489,0.0738,0.0215,0.0096,0.0,0.0084,0.1305,0.0522,0.0282,0.1247,0.0,0.0105,0.0,0.5024,0.0373,0.5323,0.0044,0.0,0.0888,0.0,0.0492,0.0048,0.0,0.0386,0.025,0.0071,0.0162,0.0,0.0152,0.0,0.0305,0.0,0.0475,0.0417,0.0009,0.0,0.08,0.0153,0.0,0.2247,0.0,0.0001,0.3671,0.0,0.0,0.0767,0.0,0.0,0.3627,0.5331,0.0431,0.0802,0.0,0.0,0.0,0.1385,0.4074,0.5459
C3L-02112.N,0.0413,0.0,0.1618,0.0177,0.0,0.0133,0.0345,0.0,0.0,0.0248,0.0063,0.0162,0.0298,0.0,0.0024,0.0039,0.0222,0.014,0.0154,0.0,0.3687,0.0,0.1945,0.0119,0.0928,0.0315,0.0401,0.0416,0.0,0.0578,0.0,0.0107,0.0062,0.0005,0.0013,0.0017,0.1047,0.0,0.0,0.0152,0.0,0.0833,0.0025,0.0,0.055,0.0807,0.1021,0.0017,0.0386,0.0085,0.0,0.1246,0.0,0.0022,0.099,0.0,0.0,0.074,0.4927,0.0,0.0253,0.0054,0.1296,0.0342,0.1341,0.1256,0.2597
C3L-02463.N,0.0248,0.0,0.0,0.0727,0.0,0.0187,0.0295,0.0,0.0,0.0,0.0,0.0,0.017,0.0013,0.0016,0.0,0.0,0.0,0.0,0.0,0.4796,0.0,0.0444,0.0,0.0336,0.0358,0.0597,0.0613,0.0,0.069,0.0,0.0119,0.0041,0.0011,0.0,0.0012,0.0033,0.0,0.0,0.0086,0.0,0.0488,0.0016,0.0133,0.0594,0.0123,0.0641,0.0,0.0248,0.0118,0.0004,0.0516,0.0,0.0199,0.0933,0.0,0.0,0.0215,0.1679,0.0,0.0122,0.0,0.1091,0.0064,0.0096,0.0346,0.0442
C3L-02606.N,0.0134,0.0,0.0,0.0684,0.0,0.0243,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0033,0.004,0.301,0.0,0.0391,0.031,0.2148,0.0108,0.0118,0.0175,0.0,0.7348,0.0214,0.0,0.0317,0.0054,0.0027,0.0042,0.0,0.0,0.0014,0.0,0.0,0.0047,0.0085,0.0044,0.0,0.0543,0.0066,0.0,0.0,0.0122,0.0,0.0642,0.0,0.0004,0.0,0.0,0.0555,0.038,0.0,0.0057,0.0051,0.0,0.0,0.0,0.0244,0.0279,0.0523
C3L-02610.N,0.1597,0.0,0.0,0.1265,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.3287,0.0,0.0702,0.0577,0.252,0.0155,0.0133,0.0557,0.0,0.4195,0.0,0.0,0.0179,0.0172,0.0038,0.0034,0.0,0.0,0.0018,0.0,0.0,0.0099,0.0065,0.0081,0.0,0.0,0.0148,0.0,0.0,0.0118,0.0,0.1302,0.0,0.0,0.0,0.0,0.0003,0.1608,0.0092,0.0,0.0123,0.0,0.0,0.0,0.0181,0.1178,0.1359
C3L-02613.N,0.0278,0.0,0.0092,0.0781,0.0,0.0,0.078,0.0,0.0,0.0299,0.0108,0.0054,0.0189,0.0016,0.0021,0.0,0.0027,0.0035,0.0,0.0015,0.4308,0.0001,0.0257,0.0037,0.0335,0.0336,0.0422,0.0515,0.0,0.0167,0.0,0.0147,0.0061,0.0033,0.0,0.0007,0.005,0.0,0.0,0.0005,0.0,0.0686,0.0007,0.0,0.0518,0.0344,0.0874,0.0015,0.0216,0.0092,0.0,0.0154,0.0,0.012,0.0675,0.0,0.0,0.0102,0.2349,0.0,0.0105,0.0,0.1261,0.0078,0.0316,0.0268,0.0584
C3L-02809.N,0.2783,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0444,0.0396,0.0224,0.0031,0.0053,0.0,0.161,0.0,0.0007,0.182,0.0,0.018,0.0,0.4754,0.0734,0.6834,0.0026,0.0,0.0403,0.0,0.0727,0.0,0.0,0.0255,0.0192,0.0106,0.0167,0.0,0.0183,0.0,0.0121,0.0,0.0609,0.021,0.0,0.0,0.1428,0.0,0.0,0.1075,0.0,0.0095,0.3938,0.0,0.0,0.0672,0.0,0.0,0.1501,0.1114,0.1141,0.0993,0.0,0.0,0.0,0.0429,0.4678,0.5107
